codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
ftdts,Del muladar al trono,Carlos Spurgeon,"El pastor bautista Charles Spurgeon celebra la gloriosa gracia de Dios que salva a pecadores inmerecidos, y los hace los objetos de Su amor y favor especial. “El levanta del polvo al pobre, y al menesteroso alza del estiércol, para hacerlos sentar con los príncipes, con los príncipes de su pueblo.” (Salmo 113:7 & 8)",0.69,https://www.chapellibrary.org/book/ftdts/,https://www.chapellibrary.org/api/books/download?code=ftdts&format=pdf,https://www.chapellibrary.org/api/books/download?code=ftdts&format=epub,SIM
ldayfgs,El Día del Señor,Autor Desconhecido,"Esta edición de 
Portavoz de la Gracia
 se titula 
El Día del Señor
. Ese día maravilloso es –o por lo menos debiera ser—una muestra de la gloria divina y del reposo eterno que le espera a todos los escogidos de Dios. ¡Qué bendición es que Dios haya ordenado las cosas de manera que una vez por semana, después de seis días de trabajo, tengamos un día dedicado a él, una séptima parte de nuestro tiempo, que pasamos gloriosamente con Aquel que nos ama y se entregó por nosotros!
Este número empieza con Arthur W. Pink, quien nos da un vislumbre del origen de tener seis-días-de-trabajo y un-día-de-reposo que Dios estableció en su obra todopoderosa de la creación. J. C. Ryle ofrece abundantes pasajes del Antiguo y del Nuevo Testamento que fortalecen y avalan el fundamento del séptimo día de reposo y el primer-día-de-la-semana como Día del Señor. Thomas Boston nos brinda una breve exposición del Cuarto Mandamiento, mientras que Benjamin B. Warfield establece un fundamento bíblico para la observancia del Día del Señor. ¿Por qué adoran al Señor los cristianos el domingo en lugar del sábado? Archibald A. Hodge nos ayuda a comprender el cambio bíblico e histórico del día de reposo al Día del Señor. Luego Ezekiel Hopkins nos presenta una breve ponencia sobre cómo le rendimos culto a Dios en 
público
, mientras que William S. Plumer nos enseña que nuestras obligaciones del Día del Señor incluyen al 
hogar
. Aparte de adorar a Dios en público y en el hogar, ¿qué tipos de obras debemos realizar el Día del Señor? Ezekiel Hopkins explica las obras de devoción, las necesarias y las de caridad. Thomas Case nos exhorta sabiamente a honrar al Padre, al Hijo y al Espíritu Santo en el culto el día de adoración. Y, para terminar, Jonathan Edwards pone en claro que el Día del Señor no nos fue dado para ser una carga, sino un tiempo de placer inestimable.",1.78,https://www.chapellibrary.org/book/ldayfgs/,https://www.chapellibrary.org/api/books/download?code=ldayfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=ldayfgs&format=epub,SIM
tiats,Diez cargos contra la iglesia moderna,Paul Washer,"Diez cargos contra la iglesia moderna
 es un sermón predicado en el 2008 en la Conferencia sobre Avivamiento realizada en Atlanta, Georgia, EE.UU. ""Paul Washer lanzó una apelación urgente a los cristianos y las iglesias: ¡que muchos han estado creyendo un evangelio falso y tienen una seguridad falsa en su salvación! Lista diez cargos contra el sistema de la iglesia moderna. Este es un mensaje histórico urgente. ¡Hagamos correr el mensaje! ¡Necesitamos una reforma y un avivamiento de envergadura bíblica!"" 
— Greg Gordon (Organizador de la Conferencia sobre Avivamiento)",1.51,https://www.chapellibrary.org/book/tiats/,https://www.chapellibrary.org/api/books/download?code=tiats&format=pdf,https://www.chapellibrary.org/api/books/download?code=tiats&format=epub,SIM
cdisfgs,Disciplina eclesiástica,Autor Desconhecido,"¿Por qué tantas iglesias en nuestra cultura son tan débiles, impotentes, mundanas y cada vez más intrascendentes? David Martyn Lloyd-Jones nos da al menos una razón al preguntar: “¿Cuándo fue la última vez que oyó desde el púlpito cristiano alguna referencia al tema de la disciplina? ¿Con qué frecuencia ha escuchado sermones o mensajes sobre el tema? La palabra casi ha desaparecido, y lo que significa y representa ha caído en el olvido. Y, lamentablemente, no solo se descuida la disciplina, sino que hay muchos que aun tratan de justificar el que se la ignore”. Para una pequeña minoría, es como si Lloyd-Jones le estuviera dando un sermón a los que todavía se mantienen fieles en practicarla. Pero para muchos, es tan incomprensible como si estuviera hablando en otro idioma.
   Jesucristo dio a sus iglesias compradas con su sangre instrucciones positivas acerca de la disciplina eclesiástica: “Evangelio 1: Dios es santo. Todos hemos pecado, lo cual nos ha separado de Dios. Pero Dios envió a su Hijo a morir en la cruz y volver a la vida para que podamos ser perdonados. Todo el que cree en Jesús puede tener vida eterna. No somos justificados por las obras. Somos justificados solo por fe. ¡Por eso, el evangelio llama a todas las gentes a ‘sencillamente creer’! Un Dios que ama incondicionalmente nos acepta tal como somos. Evangelio 2: Dios es santo. Todos hemos pecado, lo cual nos ha separado de Dios. Pero Dios envió a su Hijo a morir en la cruz y volver a la vida para que podamos ser perdonados y comenzar a seguir al Hijo como Rey y Señor. Todo el que se arrepiente y cree, puede tener vida eterna, una vida que comienza hoy y se extiende por la eternidad. No somos justificados por las obras. Somos justificados solo por la fe, pero la fe que obra nunca está sola. Por eso, el evangelio llama a todas las gentes a ‘arrepentirse y creer’… [Un] Dios amante nos acepta contrariamente a lo que merecemos y luego nos capacita por el poder del Espíritu a llegar a ser santos y obedientes como su Hijo. Por medio de reconciliarnos con él, Dios nos reconcilia con su familia que es la iglesia, y nos capacita como pueblo suyo a representar unidos su propio carácter santo y trina gloria”
1
. En el contexto de una iglesia que predica el Evangelio 1, la idea de una disciplina eclesiástica puede parecer extraña, si no directamente contradictoria. Sin embargo, el evangelio divino de gracia transforma a las personas. El arrepentimiento por el pecado, la fe en el SEÑOR Jesucristo, el nuevo nacimiento y un nuevo corazón, la unión con Cristo y la gracia dada por Dios que produce una santidad que refleja a Dios son señales de vidas transformadas. En la congregación que comprende la gracia, el arrepentimiento, la fe, las vidas transformadas y el negarse a uno mismo, la disciplina eclesiástica es una expresión del amor de Cristo (Ap. 2-3). El amor a Cristo y los unos por los otros exige rendición de cuentas.
    En vista de esto, 
Portavoz de la Gracia
 enfoca la disciplina eclesiástica. R. Albert Mohler, Jr. presenta este tema crucial explicando las razones históricas y culturales por las que la disciplina eclesiástica ha desaparecido de las iglesias norteamericanas. Hezekiah Harvey luego define bíblicamente qué es disciplina eclesiástica. James Bannerman revela, basándose en las Escrituras, que la disciplina no se originó por tradición humana: fue instituida directamente  por Jesucristo, la Cabeza de la Iglesia. Después, John Gill nos instruye en las maneras bíblicas en que una iglesia admite a las personas o las excluye de su membresía. En un segundo artículo suyo, Mohler demuestra que la disciplina instituida por Cristo preserva la pureza visible de los que profesan el nombre del Cristo resucitado. Daniel Wray explica la necesidad de la disciplina, y a esto le sigue un tercer artículo por Mohler que describe las tres áreas vitales que requieren disciplina. ¿Cuáles son las modalidades de la disciplina eclesiástica? ¿Qué tiene la iglesia autoridad de hacer en este sentido? Daniel Wray responde a estas preguntas para nuestro beneficio. La excomunión es un tema difícil, y Jonathan Edwards detalla la naturaleza de esta severa disciplina. Nadie puede practicar esto en la iglesia sin encontrar objeciones. Wray nos da la respuesta a varias de las más comunes. Por último, Charles Spurgeon nos exhorta personalmente y como congregaciones de Jesucristo, a mantener pura a la iglesia del Señor.
    ¿Es esto realmente importante? Considere las observaciones profundas de Robert Murray M’Cheyne: “Cuando comencé la obra del ministerio entre vosotros, ignoraba totalmente la gran importancia de la disciplina eclesiástica. Creía que mi gran y casi único trabajo era orar y predicar. Consideré a vuestras almas tan preciosas y el tiempo tan breve que dediqué todo mi tiempo y cuidado y fuerzas a trabajar de palabra y doctrina. Cuando los casos de disciplina nos eran presentados a los ancianos y a mí, los encaraba con una especie de aversión. Era un deber que rehuía y puedo decir sinceramente que casi me llevó a dejar totalmente la obra del ministerio entre vosotros. Pero plugo a Dios, quien enseña a sus siervos de un modo distinto de lo que lo hace el hombre, bendecirme con casos de disciplina para la conversión manifiesta e indubitable de las almas de aquellos bajo nuestro cuidado. Y desde esa hora, se encendió una nueva luz en mi mente, y vi que si la predicación era una ordenanza de Cristo, también lo era la disciplina eclesiástica. Ahora estoy profundamente convencido de que las dos proceden de Dios, que Cristo nos confía dos llaves: la primera es la llave de la doctrina con la cual abrimos los tesoros de la Biblia; la otra llave es de la disciplina con la cual abrimos y cerramos el camino para sellar las ordenanzas de la fe. Ambas son dones de Cristo y ninguna de las dos puede ser descartada sin pecar”. La disciplina eclesiástica, como la dio Cristo, no es sentenciosa ni carece de amor—es parte del centro mismo de una vida cristiana santa. Quiera Cristo ayudarnos a vivirla.",1.92,https://www.chapellibrary.org/book/cdisfgs/,https://www.chapellibrary.org/api/books/download?code=cdisfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=cdisfgs&format=epub,SIM
bdses,Doctrinas bíblicas simplemente explicadas,Benjamin Ramsbottom,"Una presentación sencilla de la doctrina Cristiana reformada. Este libro comenzó como una serie de lecturas por el autor para los niños en la escuela dominical, y fue originalmente diseñado pensando en los niños, pero muchos han comentado cómo el estilo se adapta fácilmente para personas mayor de edad.",1.78,https://www.chapellibrary.org/book/bdses/,https://www.chapellibrary.org/api/books/download?code=bdses&format=pdf,https://www.chapellibrary.org/api/books/download?code=bdses&format=epub,SIM
ctbes,Eduque a los niños para Cristo,Edward W. Hooker,La responsabilidad y el llamado de los padres a preparar a sus hijos para la vida con la eternidad a la vista.,0.61,https://www.chapellibrary.org/book/ctbes/,https://www.chapellibrary.org/api/books/download?code=ctbes&format=pdf,https://www.chapellibrary.org/api/books/download?code=ctbes&format=epub,SIM
btpas,El bautismo: lo que representa y su propósito,Peter Masters,"El bautismo: Lo que representa y su propósito
 es un resumen conciso para cualquiera que quiera entender la rica plenitud del significado bíblico del bautismo. Explica la inmersión como el método de La Biblia para comunicar la identificación del creyente con Cristo en Su muerte, sepultura y resurrección.",0.78,https://www.chapellibrary.org/book/btpas/,https://www.chapellibrary.org/api/books/download?code=btpas&format=pdf,https://www.chapellibrary.org/api/books/download?code=btpas&format=epub,SIM
babus,El bautismo: una sepultura,Carlos Spurgeon,"Contenido:
Introducción
I. Nuestra unión representativa con Cristo
A.  La muerte de Cristo es por nosotros.
B.  Nuestra propia muerte en Cristo
C.  Nosotros somos sepultados para resucitar.
II.  Una unión realizada con Cristo
A.  Una unión realizada con Cristo en su muerte
B.  Una unión realizada con Cristo en su sepultura
C.  Una unión realizada con Cristo en su resurrección
Recursos de Chapel Library",0.69,https://www.chapellibrary.org/book/babus/,https://www.chapellibrary.org/api/books/download?code=babus&format=pdf,https://www.chapellibrary.org/api/books/download?code=babus&format=epub,SIM
wosas,El camino de la salvación,Arthur W. Pink,El camino de la salvación,0.05,https://www.chapellibrary.org/book/wosas/,https://www.chapellibrary.org/api/books/download?code=wosas&format=pdf,,SIM
ptcms,El camino hacia un matrimonio cristiano,John Thompson,"El camino hacia el matrimonio cristiano es una guía bíblica para el viaje desde la soltería hasta el matrimonio. Describe los peligros asociados con el ""romance recreativo"", mientras explica las pautas bíblicas para establecer un matrimonio que honre a Cristo. Las verdades eternas contenidas en este folleto lo ayudarán a llegar al altar en pureza.
La aplicación en oración de estos principios será útil para los adolescentes mayores y sus padres, así como para los padres de niños pequeños y preadolescentes, para los jóvenes antes de sentirse atraídos por el sexo opuesto, y para los cristianos de todas las edades que desean glorificar al Señor Jesucristo en todos los aspectos de sus vidas. En este camino, tanto las familias como los individuos se prepararán para entrar en el gozo que Dios ha diseñado para el matrimonio cristiano.",2.19,https://www.chapellibrary.org/book/ptcms/,https://www.chapellibrary.org/api/books/download?code=ptcms&format=pdf,https://www.chapellibrary.org/api/books/download?code=ptcms&format=epub,SIM
